COUNTRY_(ISO),CODE,YEAR,TFR ,EXPFA1,EXPFA2,FA1_V3,FA2_V3,FA3_V3,DI,TB12,EARN,FW,MW,FLFP,UNEMP,AGRIC,PPP1,PPP2,CPI,IMR,PREM
ES ,18,1988,1.45,0.13,0.14,250.0,250.0,250.0,6.9,76200,1328388,613.00,766.00,40.3,19.3,14.0,104.00,0.58,51.16,8.0,54.6
ES ,18,1989,1.40,0.11,0.13,250.0,250.0,250.0,6.7,78200,1391640,650.00,813.00,40.8,17.3,12.7,106.00,0.60,54.64,7.8,57.1
ES ,18,1990,1.36,0.00,0.24,250.0,250.0,250.0,6.5,82000,1510356,725.20,954.22,41.5,16.3,11.5,110.00,0.62,58.31,7.6,59.4
ES ,18,1991,1.33,0.00,0.22,3000.0,3000.0,3000.0,6.1,83000,1639968,799.20,1051.58,42.1,16.4,10.3,110.00,0.64,61.77,7.2,63.5
ES ,18,1992,1.32,0.00,0.30,3000.0,3000.0,3000.0,8.1,117130,1764408,867.58,1141.56,43.0,18.5,9.8,115.00,0.66,65.43,7.1,67.0
ES ,18,1993,1.27,0.00,0.29,3000.0,3000.0,3000.0,8.2,124379,1852212,931.07,1225.09,43.9,22.8,9.8,117.00,0.68,68.42,6.7,69.9
ES ,18,1994,1.20,0.27,0.28,3000.0,3000.0,3000.0,8.4,131449,1946880,981.42,1291.34,45.2,24.2,9.4,121.00,0.69,71.65,6.0,71.1
ES ,18,1995,1.17,0.26,0.29,3000.0,3000.0,3000.0,8.5,136152,2001288,1014.91,1335.41,46.1,23.0,8.9,122.00,0.71,74.99,5.5,71.8
ES ,18,1996,1.16,0.29,0.30,3000.0,3000.0,3000.0,8.6,149404,2174700,1065.12,1383.28,47.1,22.1,8.4,124.00,0.72,77.66,5.5,73.5
ES ,18,1997,1.18,,0.30,3000.0,3000.0,3000.0,8.7,158650,2277264,1114.53,1447.44,48.3,20.7,8.1,127.00,0.72,79.19,5.0,74.1
ES ,18,1998,1.16,,0.28,3000.0,3000.0,3000.0,9.3,174584,2355696,1160.70,1507.40,48.9,18.7,7.8,131.00,0.72,80.65,4.9,87.1
ES ,18,1999,1.19,,0.28,3000.0,3000.0,3000.0,11.3,224207,2416440,7.09,9.21,50.1,15.7,7.2,130.00,0.73,82.51,4.5,100.0
ES ,18,2000,1.23,,0.30,4035.0,4035.0,4035.0,11.2,227980,2495112,7.29,9.47,52.0,13.9,6.7,,0.74,85.34,4.4,101.0
ES ,18,2001,1.24,,0.29,4035.0,4035.0,4035.0,11.1,233705,2596863,8.08,10.49,50.9,10.6,6.5,,0.74,88.41,4.1,103.0
ES ,18,2002,1.26,,0.29,24.3,24.3,24.3,11.0,1439,16219,8.47,11.00,53.1,11.5,6.0,,0.73,91.12,4.1,107.0
ES ,18,2003,1.31,,0.41,24.3,24.3,24.3,10.8,1494,16975,8.74,11.35,55.2,11.5,5.8,,0.75,93.89,3.9,111.0
ES ,18,2004,1.33,,0.43,24.3,24.3,24.3,10.4,1512,17913,9.00,11.69,56.9,11.0,5.5,,0.76,96.74,4.0,116.0
ES ,18,2005,1.35,,0.45,24.3,24.3,24.3,9.2,1512,20701,9.36,12.15,58.4,9.2,5.3,,0.76,100.00,3.8,120.0
ES ,18,2006,1.38,,,24.3,24.3,24.3,9.0,1512,21093,9.76,12.67,60.3,8.5,4.8,,0.76,103.52,3.8,122.0
ES ,18,2007,1.40,,,24.3,24.3,24.3,10.1,1744,21721,10.12,13.14,61.5,8.3,4.6,,0.74,106.40,3.7,123.0
ES ,18,2008,1.46,,,24.3,24.3,24.3,9.7,1786,22802,10.66,13.84,63.4,11.4,4.3,,0.75,110.74,3.5,124.0
,,,,,,,,,,,,,,,,,,,,,
SE ,19,1960,2.20,1.30,,24.2,24.2,24.2,,,,4.35,6.32,,1.7,15.7,,4.47,9.94,16.6,
SE ,19,1961,2.23,1.17,,37.5,37.5,37.5,,,,4.71,6.82,,1.5,14.7,,4.56,10.15,15.8,
SE ,19,1962,2.26,1.29,,38.9,38.9,38.9,,,,5.21,7.39,,1.5,14.2,,4.64,10.63,15.4,
SE ,19,1963,2.34,1.18,,40.3,40.3,40.3,,,,5.71,7.91,54.6,1.7,12.9,,4.70,10.94,15.4,
SE ,19,1964,2.48,1.13,,41.7,41.7,41.7,,,,6.31,8.57,54.0,1.6,12.4,,4.82,11.31,14.2,
SE ,19,1965,2.42,1.24,,52.8,52.8,52.8,,,,7.08,9.45,54.1,1.2,11.3,,4.97,11.88,13.3,
SE ,19,1966,2.36,1.36,,63.9,63.9,63.9,,,,7.85,10.26,55.3,1.6,10.0,,5.11,12.64,12.6,
SE ,19,1967,2.27,1.20,,75.0,75.0,75.0,,,,8.61,11.10,54.9,2.1,9.9,,5.22,13.18,12.9,
SE ,19,1968,2.07,1.13,,75.0,75.0,75.0,,,,9.25,11.83,56.6,2.2,9.1,,5.10,13.44,13.1,
SE ,19,1969,1.93,1.04,,75.0,75.0,75.0,,,,9.04,11.42,57.8,1.9,8.5,,5.01,13.80,11.7,
SE ,19,1970,1.94,0.93,,75.0,75.0,75.0,,,,11.43,14.28,59.4,1.5,8.1,5.71,4.94,14.77,11.0,
SE ,19,1971,1.96,1.17,,100.0,100.0,100.0,,,,12.88,15.64,60.9,2.5,7.8,5.79,5.04,15.86,11.1,
SE ,19,1972,1.91,1.07,,100.0,100.0,100.0,20.6,4200,33432,14.65,17.49,61.9,2.7,7.4,5.92,5.17,16.81,10.8,
SE ,19,1973,1.86,1.06,,110.0,110.0,110.0,20.1,4440,35929,15.97,19.00,62.6,2.5,7.1,5.96,5.25,17.94,9.9,
SE ,19,1974,1.87,1.22,,110.0,110.0,110.0,20.8,5200,40254,17.85,21.26,64.9,2.0,6.7,6.01,5.27,19.72,9.6,
SE ,19,1975,1.77,1.46,,110.0,110.0,110.0,16.9,4950,46600,21.16,24.84,67.6,1.6,6.4,6.30,5.51,21.65,8.6,59.5
SE ,19,1976,1.68,1.49,,150.0,150.0,150.0,16.6,5400,52900,24.38,28.04,68.8,1.7,6.2,6.62,5.83,23.86,8.3,61.7
SE ,19,1977,1.64,1.50,,175.0,175.0,175.0,16.7,5800,56500,26.47,30.27,70.0,2.0,6.1,6.85,6.06,26.59,8.0,63.9
SE ,19,1978,1.60,1.52,,188.0,188.0,188.0,16.8,6200,57500,29.96,33.77,71.5,2.5,6.1,6.97,6.20,29.25,7.8,66.1
SE ,19,1979,1.66,1.56,,208.0,208.0,208.0,16.8,6800,63954,32.83,36.77,73.0,2.3,5.8,6.91,6.18,31.36,7.5,68.3
SE ,19,1980,1.68,1.64,1.70,233.0,233.0,233.0,16.6,7500,70000,36.38,40.45,74.3,2.2,5.6,7.05,6.33,35.66,6.9,70.5
SE ,19,1981,1.63,1.63,1.71,250.0,250.0,250.0,15.8,7800,76688,39.70,44.07,75.5,2.8,5.6,7.00,6.34,39.98,6.9,75.4
SE ,19,1982,1.62,1.56,1.65,250.0,250.0,312.0,14.7,7800,84600,42.07,46.57,76.3,3.5,5.6,7.15,6.46,43.41,6.9,80.0
SE ,19,1983,1.61,1.48,1.59,275.0,275.0,413.0,14.9,8400,87598,44.57,49.44,77.0,3.9,5.4,7.53,6.85,47.26,7.0,84.8
SE ,19,1984,1.65,4.41,1.48,275.0,275.0,413.0,13.7,8400,96205,49.58,55.11,77.7,3.5,5.1,7.74,7.10,51.06,6.4,59.1
SE ,19,1985,1.73,4.50,1.76,400.0,400.0,600.0,17.0,11400,103862,53.74,59.84,78.3,3.1,4.8,7.97,7.34,54.83,6.8,62.3
SE ,19,1986,1.79,4.64,1.74,400.0,400.0,600.0,16.1,11400,110452,57.78,63.94,78.5,2.9,4.2,8.32,7.65,57.15,5.9,63.2
SE ,19,1987,1.84,5.59,1.86,485.0,485.0,727.0,18.0,13440,118057,61.67,68.48,79.4,2.3,4.0,8.43,7.80,59.55,6.1,63.6
SE ,19,1988,1.96,5.61,1.88,485.0,485.0,727.0,16.8,13440,127162,66.39,73.77,80.0,1.9,3.9,8.65,8.02,63.01,5.8,63.6
SE ,19,1989,2.02,4.85,1.87,485.0,485.0,727.0,15.2,13440,140440,72.59,81.14,80.5,1.6,3.6,8.95,8.34,67.07,5.8,64.4
SE ,19,1990,2.14,4.81,2.10,560.0,560.0,840.0,15.0,15240,154660,79.51,89.46,80.9,1.8,3.4,9.34,8.73,74.03,6.0,64.7
SE ,19,1991,2.12,4.77,2.36,750.0,750.0,1125.0,15.4,18000,162400,83.66,93.83,80.2,3.3,3.3,9.35,9.20,81.02,6.2,67.4
SE ,19,1992,2.09,4.94,2.46,750.0,750.0,1125.0,14.6,18000,171000,90.09,100.68,78.6,5.8,3.3,9.80,9.08,82.94,5.4,65.1
SE ,19,1993,2.00,5.13,2.30,750.0,750.0,1125.0,14.7,18000,173900,90.11,100.66,76.7,9.5,3.5,9.83,9.16,86.86,4.8,65.5
SE ,19,1994,1.89,4.42,2.26,750.0,750.0,950.0,14.2,18000,183100,94.18,104.50,75.7,9.8,3.5,9.90,9.21,88.74,4.4,67.6
SE ,19,1995,1.74,4.00,1.94,750.0,750.0,950.0,14.0,17563,185639,98.21,109.07,75.9,9.2,3.1,9.73,9.36,90.92,4.1,72.2
SE ,19,1996,1.61,3.63,1.60,695.0,695.0,795.0,11.3,15360,204714,105.66,117.39,75.8,10.0,2.9,9.68,9.24,91.40,4.0,72.6
SE ,19,1997,1.53,,1.46,640.0,640.0,640.0,11.2,15360,209214,93.35,103.30,75.0,10.2,2.8,9.79,9.30,92.00,3.6,73.7
SE ,19,1998,1.51,,1.55,750.0,750.0,950.0,12.7,18000,215490,97.57,106.96,74.2,8.5,2.6,9.85,9.37,91.76,3.6,74.9
SE ,19,1999,1.50,,1.48,750.0,750.0,750.0,12.4,18000,220644,99.56,108.69,74.6,7.2,2.5,9.78,9.29,92.18,3.4,76.0
SE ,19,2000,1.55,,1.50,850.0,850.0,1077.0,13.2,20400,230220,103.40,113.30,75.0,5.9,2.4,,9.15,93.01,3.4,74.0
SE ,19,2001,1.57,,1.58,950.0,950.0,1204.0,13.4,21600,235993,106.60,116.90,75.5,5.1,2.3,,9.35,95.25,3.7,74.0
SE ,19,2002,1.65,,1.57,950.0,950.0,1204.0,13.5,22800,241766,109.40,120.20,75.6,5.2,2.1,,9.35,97.30,3.3,74.0
SE ,19,2003,1.72,,1.56,950.0,950.0,1204.0,13.3,22800,247908,112.90,124.10,75.4,5.8,2.1,,9.34,99.18,3.1,80.0
SE ,19,2004,1.76,,1.55,950.0,950.0,1204.0,13.2,22800,251282,116.80,128.40,75.0,6.6,2.1,,9.10,99.55,3.1,87.0
SE ,19,2005,1.77,,1.52,950.0,950.0,1204.0,10.7,22800,309854,119.90,132.20,76.0,7.8,2.0,,9.38,100.00,2.4,93.0
SE ,19,2006,1.85,,,1050.0,1050.0,1404.0,11.7,26400,327800,124.10,136.10,76.1,7.1,2.0,,9.27,101.36,2.8,95.0
SE ,19,2007,1.88,,,1050.0,1050.0,1404.0,10.8,26400,337415,128.60,142.10,77.8,6.2,2.2,,9.14,103.60,2.5,101.0
SE ,19,2008,1.91,,,1050.0,1050.0,1404.0,10.3,26400,348757,133.10,148.10,78.1,6.1,2.5,,9.18,107.16,2.8,101.0
,,,,,,,,,,,,,,,,,,,,,
CH ,20,1960,2.44,0.05,,15.0,15.0,15.0,,,,2.29,3.62,51.2,0.0,14.5,,2.19,25.12,21.1,
CH ,20,1961,2.53,0.04,,15.0,15.0,15.0,,,,2.44,3.84,52.4,0.0,13.4,,2.26,25.58,21.0,
CH ,20,1962,2.60,0.04,,15.0,15.0,15.0,,,,2.60,4.14,52.9,0.0,12.4,,2.33,26.69,21.2,
CH ,20,1963,2.67,0.06,,15.0,15.0,15.0,,,,2.81,4.48,52.7,0.0,11.6,,2.41,27.60,20.3,
CH ,20,1964,2.68,0.06,,20.0,20.0,20.0,,,,3.03,4.84,52.5,0.0,10.9,,2.50,28.45,19.0,
CH ,20,1965,2.61,0.05,,20.0,20.0,20.0,,,,3.26,5.20,51.6,0.0,10.5,,2.52,29.43,17.9,
CH ,20,1966,2.52,0.07,,20.0,20.0,20.0,,,,3.52,5.58,51.3,0.0,10.2,,2.55,30.83,17.1,
CH ,20,1967,2.41,0.07,,30.0,30.0,30.0,,,,3.76,5.94,51.0,0.0,10.0,,2.59,32.07,17.5,
CH ,20,1968,2.30,0.05,,30.0,30.0,30.0,,,,3.94,6.24,50.8,0.0,9.4,,2.55,32.84,16.1,
CH ,20,1969,2.19,0.05,,35.0,35.0,35.0,,,,4.23,6.64,51.4,0.0,8.9,,2.48,33.65,15.4,
CH ,20,1970,2.10,0.06,,35.0,35.0,35.0,,,,4.74,7.33,52.6,0.0,8.6,2.97,2.50,34.87,15.1,
CH ,20,1971,2.04,0.06,,35.0,35.0,35.0,,,,5.37,8.27,53.4,0.0,8.2,3.07,2.60,37.16,14.4,
CH ,20,1972,1.91,0.04,,35.0,35.0,35.0,8.1,1532,23000,5.98,9.24,53.7,0.0,7.9,3.22,2.74,39.64,13.3,
CH ,20,1973,1.81,0.04,,35.0,35.0,35.0,9.2,1822,25000,6.80,10.40,54.4,0.0,7.5,3.28,2.81,43.11,13.2,
CH ,20,1974,1.73,0.05,,35.0,35.0,35.0,9.2,2047,28500,7.71,11.73,54.2,0.0,7.5,3.23,2.76,47.32,12.5,
CH ,20,1975,1.61,0.05,,60.0,60.0,60.0,10.5,2645,32000,8.29,12.57,52.0,0.3,7.6,3.17,2.70,50.49,10.7,
CH ,20,1976,1.55,0.04,,60.0,60.0,60.0,10.5,2715,33000,8.51,12.80,51.0,0.7,7.7,3.05,2.62,51.35,10.7,
CH ,20,1977,1.53,0.05,,60.0,60.0,60.0,10.4,2751,33580,8.74,13.37,51.7,0.4,7.5,2.86,2.47,52.02,9.8,
CH ,20,1978,1.51,0.04,,60.0,60.0,60.0,10.3,2786,34700,9.13,13.82,52.3,0.3,7.3,2.76,2.39,52.55,8.6,
CH ,20,1979,1.52,0.03,,60.0,60.0,60.0,11.6,3222,35700,9.43,14.30,53.0,0.3,7.1,2.58,2.25,54.47,8.5,
CH ,20,1980,1.55,0.04,1.00,60.0,60.0,60.0,11.6,3318,37200,10.04,15.13,54.1,0.2,6.9,2.42,2.12,56.66,9.1,53.1
CH ,20,1981,1.55,0.04,0.97,60.0,60.0,60.0,11.3,3360,38700,10.83,16.20,55.4,0.2,6.6,2.32,2.05,60.34,7.6,53.9
CH ,20,1982,1.56,0.03,0.97,60.0,60.0,60.0,11.3,3460,40100,11.59,17.30,55.4,0.4,6.4,2.34,2.06,63.75,7.7,55.4
CH ,20,1983,1.52,0.03,0.99,60.0,60.0,60.0,12.5,3677,37500,12.02,17.98,55.3,0.9,6.4,2.30,2.03,65.63,7.6,55.4
CH ,20,1984,1.53,0.04,0.98,60.0,60.0,60.0,12.3,3685,38300,12.34,18.45,55.7,1.1,6.2,2.27,2.02,67.55,7.1,56.0
CH ,20,1985,1.52,0.04,0.97,80.0,80.0,80.0,13.8,4281,39500,12.78,19.04,56.4,0.9,6.1,2.25,2.01,69.87,6.9,56.8
CH ,20,1986,1.53,0.04,0.97,80.0,80.0,80.0,14.8,4743,40900,13.44,19.94,57.6,0.8,5.7,2.26,2.02,70.40,6.8,58.2
CH ,20,1987,1.52,0.04,0.98,80.0,80.0,80.0,14.2,5036,44900,13.81,20.51,59.4,0.7,5.3,2.25,2.01,71.41,6.8,59.9
CH ,20,1988,1.57,0.04,0.96,80.0,80.0,80.0,13.7,4996,46100,14.34,21.26,61.3,0.6,4.9,2.23,2.00,72.75,6.8,59.8
CH ,20,1989,1.56,0.03,0.93,80.0,80.0,80.0,14.0,5340,48400,14.96,22.08,63.2,0.5,4.5,2.20,1.98,75.05,7.3,59.6
CH ,20,1990,1.59,0.04,0.88,95.0,95.0,95.0,14.1,5592,50400,15.87,23.38,65.7,0.5,4.2,2.20,1.99,79.10,6.8,59.7
CH ,20,1991,1.58,0.04,0.90,135.0,135.0,140.0,12.8,5469,53500,17.01,25.00,74.7,1.8,4.3,2.23,2.02,83.74,6.2,59.2
CH ,20,1992,1.58,0.04,0.94,145.0,145.0,150.0,14.6,6394,56000,17.84,26.18,74.5,2.8,4.3,2.16,2.02,87.12,6.4,60.5
CH ,20,1993,1.51,0.04,1.01,155.0,155.0,160.0,16.0,7307,58100,18.39,26.77,74.6,3.8,4.4,2.13,2.02,89.98,5.6,92.5
CH ,20,1994,1.49,1.06,1.02,165.0,165.0,170.0,16.1,7387,58300,22.28,33.36,73.8,3.7,4.4,2.10,2.00,90.75,5.1,94.4
CH ,20,1995,1.48,1.06,1.03,165.0,165.0,170.0,16.8,7477,57594,22.71,33.56,73.2,3.4,4.4,2.01,1.98,92.38,5.0,94.9
CH ,20,1996,1.50,,1.06,175.0,175.0,180.0,16.9,7637,58068,23.07,33.81,73.8,3.7,4.7,2.05,1.94,93.13,4.7,94.4
CH ,20,1997,1.48,,1.09,175.0,175.0,180.0,17.5,7955,58184,23.15,34.44,74.6,4.1,4.7,1.99,1.89,93.62,4.8,94.0
CH ,20,1998,1.47,,1.07,180.0,180.0,185.0,17.4,7984,58625,23.50,34.90,75.9,3.4,4.7,1.96,1.88,93.64,4.8,93.5
CH ,20,1999,1.48,,1.05,180.0,180.0,185.0,17.1,8055,60213,26.65,37.39,75.8,2.9,4.8,1.90,1.87,94.39,4.6,93.0
CH ,20,2000,1.50,,1.01,180.0,180.0,185.0,16.7,7998,61000,29.79,39.88,76.0,2.6,4.5,,1.85,95.86,4.9,92.0
CH ,20,2001,1.38,,1.00,180.0,180.0,185.0,16.5,8117,62616,30.79,40.96,77.2,2.5,4.2,,1.84,96.81,5.0,92.0
CH ,20,2002,1.39,,1.04,185.0,185.0,190.0,16.3,8236,64231,31.48,42.03,77.8,3.0,4.1,,1.77,97.43,5.0,93.0
CH ,20,2003,1.39,,1.06,185.0,185.0,190.0,16.1,8285,65256,32.13,42.58,77.8,4.0,4.1,,1.78,98.05,4.3,94.0
CH ,20,2004,1.42,,1.03,190.0,190.0,195.0,16.3,8287,64419,32.78,43.13,77.7,4.2,3.8,,1.75,98.84,4.2,95.0
CH ,20,2005,1.42,,1.02,190.0,190.0,195.0,15.5,8691,71595,33.29,43.71,78.1,4.3,3.8,,1.74,100.00,4.2,99.0
CH ,20,2006,1.44,,,195.0,195.0,200.0,15.3,8769,73187,33.79,44.28,79.2,3.9,3.8,,1.69,101.06,4.4,102.0
CH ,20,2007,1.46,,,195.0,195.0,200.0,16.0,9220,73503,34.29,44.86,80.2,3.5,3.9,,1.66,101.80,3.9,102.0
CH ,20,2008,1.44,,,210.0,210.0,210.0,18.1,10874,76740,34.79,45.44,81.3,3.5,4.0,,1.63,104.27,4.2,102.0
,,,,,,,,,,,,,,,,,,,,,
UK,21,1960,2.72,0.53,,0.0,3.9,4.3,,,,0.18,0.32,46.0,1.4,4.7,,0.23,7.46,22.5,
UK,21,1961,2.80,0.51,,0.0,3.9,4.3,,,,0.19,0.34,46.8,1.2,4.6,,0.23,7.72,22.1,
UK,21,1962,2.88,0.50,,0.0,3.9,4.3,,,,0.20,0.35,47.2,1.7,4.4,,0.24,8.04,22.4,
UK,21,1963,2.92,0.48,,0.0,3.9,4.3,,,,0.21,0.37,47.3,2.0,4.4,,0.24,8.21,21.8,
UK,21,1964,2.97,,,0.0,3.9,4.3,,,,0.23,0.40,48.1,1.4,4.1,,0.24,8.47,20.6,
UK,21,1965,2.89,0.46,,0.0,3.9,4.3,,,,0.25,0.44,48.9,1.2,3.8,,0.25,8.88,19.6,
UK,21,1966,2.79,0.43,,0.0,3.9,4.3,,,,0.27,0.46,49.9,1.1,3.7,,0.25,9.23,19.6,
UK,21,1967,2.69,0.42,,0.0,3.9,4.3,,,,0.28,0.48,49.5,2.0,3.6,,0.25,9.46,18.8,
UK,21,1968,2.60,0.42,,0.0,3.9,4.3,,,,0.30,0.52,49.8,2.2,3.5,,0.25,9.90,18.7,
UK,21,1969,2.51,0.73,,0.0,3.9,4.3,,,,0.32,0.56,50.3,2.1,3.3,,0.25,10.44,18.6,
UK,21,1970,2.43,0.77,,0.0,3.9,4.3,,,,0.40,0.71,50.6,2.2,3.2,0.29,0.26,11.10,18.5,16.0
UK,21,1971,2.40,0.71,,0.0,3.9,4.3,,,,0.45,0.80,50.5,2.8,3.2,0.30,0.27,12.15,17.9,19.6
UK,21,1972,2.20,0.64,,0.0,3.9,4.3,13.9,190,1858,0.53,0.92,51.2,3.1,3.0,0.31,0.28,13.01,17.5,23.3
UK,21,1973,2.04,0.56,,0.0,3.9,4.3,12.3,189,2122,0.61,1.04,53.1,2.2,3.0,0.31,0.29,14.21,17.2,26.9
UK,21,1974,1.92,0.50,,0.0,3.9,4.3,14.3,252,2540,0.79,1.25,54.4,2.1,2.8,0.33,0.30,16.49,16.8,30.6
UK,21,1975,1.81,0.44,,0.0,6.5,6.5,14.4,298,3078,1.01,1.56,55.0,3.3,2.8,0.38,0.35,20.48,16.0,34.2
UK,21,1976,1.74,0.54,,0.0,6.5,6.5,15.6,365,3525,1.18,1.74,55.5,4.9,2.8,0.41,0.38,23.87,14.5,35.8
UK,21,1977,1.69,0.46,,4.3,6.5,6.5,16.3,440,3865,1.30,1.89,56.2,5.2,2.8,0.44,0.41,27.65,14.1,37.4
UK,21,1978,1.75,0.63,,10.0,10.0,10.0,16.9,514,4379,1.46,2.18,56.7,5.2,2.8,0.46,0.42,29.94,13.3,38.9
UK,21,1979,1.86,1.14,,17.3,17.3,17.3,17.1,611,4905,1.70,2.55,57.9,4.7,2.7,0.48,0.45,33.95,12.9,40.5
UK,21,1980,1.90,1.51,1.78,20.6,20.6,20.6,15.2,675,6391,1.98,2.97,58.2,5.7,2.6,0.52,0.49,40.05,12.1,42.1
UK,21,1981,1.82,1.35,1.91,22.8,22.8,22.8,15.8,744,6098,2.19,3.27,57.2,9.1,2.7,0.53,0.50,44.81,11.2,43.7
UK,21,1982,1.78,1.41,1.91,25.4,25.4,25.4,16.5,833,7467,2.38,3.57,57.0,10.5,2.7,0.54,0.51,48.66,11.0,44.5
UK,21,1983,1.77,1.41,1.87,28.2,28.2,28.2,19.3,936,7353,2.57,3.84,57.1,11.4,2.7,0.54,0.51,50.91,10.2,48.2
UK,21,1984,1.77,1.43,1.87,29.7,29.7,29.7,19.7,1034,7956,2.74,4.11,60.6,11.9,2.6,0.54,0.52,53.43,9.6,49.7
UK,21,1985,1.79,1.36,1.84,30.3,30.3,30.3,18.6,1094,8549,2.93,4.43,61.4,11.3,2.3,0.55,0.53,56.68,9.4,48.9
UK,21,1986,1.78,1.29,1.76,30.8,30.8,30.8,17.7,1118,9131,3.14,4.77,61.9,10.8,2.2,0.55,0.54,58.62,9.5,48.8
UK,21,1987,1.81,1.18,1.68,31.4,31.4,31.4,16.2,1124,9792,3.37,5.10,63.3,10.8,2.3,0.56,0.55,61.05,9.1,49.1
UK,21,1988,1.82,1.09,1.71,31.4,31.4,31.4,14.7,1126,10598,3.65,5.50,64.5,8.8,2.3,0.58,0.57,63.49,9.0,49.3
UK,21,1989,1.79,1.01,1.65,31.4,31.4,31.4,13.8,1152,11523,4.02,5.98,66.0,7.2,2.2,0.59,0.59,66.81,8.4,51.4
UK,21,1990,1.83,1.05,1.53,31.4,31.4,31.4,12.7,1184,12722,4.45,6.54,66.4,6.9,2.1,0.60,0.61,71.47,7.9,52.4
UK,21,1991,1.82,1.09,1.66,33.0,29.0,29.0,13.2,1301,13021,4.93,7.22,66.2,8.4,2.2,0.64,0.63,76.86,7.4,52.9
UK,21,1992,1.79,1.24,1.83,41.8,33.8,33.8,13.1,1337,13684,5.27,7.66,66.2,9.7,2.2,0.62,0.64,80.13,6.6,27.5
UK,21,1993,1.76,1.21,1.89,38.6,31.2,31.2,13.1,1371,14113,5.61,8.02,66.3,10.3,2.0,0.64,0.64,82.14,6.3,27.8
UK,21,1994,1.74,,1.86,45.1,36.6,36.6,12.1,1303,14607,5.70,8.13,66.2,9.6,2.1,0.65,0.64,83.77,6.2,28.6
UK,21,1995,1.70,,1.86,41.6,33.8,33.8,11.0,1209,15002,5.96,8.42,66.1,8.6,2.1,0.65,0.64,85.99,6.2,29.3
UK,21,1996,1.73,,1.85,42.9,34.9,34.9,10.9,1288,15960,6.23,8.81,66.6,8.1,2.0,0.64,0.64,88.12,6.1,29.9
UK,21,1997,1.72,,1.76,44.2,36.0,36.0,10.5,1318,16760,6.87,9.35,67.1,7.1,1.9,0.65,0.63,89.69,5.9,45.6
UK,21,1998,1.71,,1.69,47.9,39.0,39.0,10.5,1364,17460,7.27,9.97,67.0,6.1,1.7,0.65,0.64,91.12,5.7,61.3
UK,21,1999,1.68,,1.75,57.6,38.4,38.4,10.8,1445,17780,7.68,10.31,67.5,6.0,1.6,0.66,0.65,92.33,5.8,77.0
UK,21,2000,1.64,,1.86,62.4,41.6,41.6,12.4,1748,18390,8.02,10.62,67.8,5.5,1.5,,0.64,93.06,5.6,80.0
UK,21,2001,1.63,,1.87,65.0,43.3,43.3,14.4,2129,19049,8.52,11.21,67.8,4.8,1.4,,0.63,94.21,5.5,82.0
UK,21,2002,1.64,,1.87,67.2,44.9,44.9,16.4,2474,19708,9.04,11.62,68.3,5.1,1.4,,0.63,95.39,5.2,82.0
UK,21,2003,1.71,,2.16,68.3,45.7,45.7,18.6,2849,20276,9.64,12.13,68.1,4.9,1.3,,0.64,96.69,5.2,76.0
UK,21,2004,1.77,,2.22,71.5,47.9,47.9,19.3,3076,21079,10.02,12.50,68.3,4.7,1.3,,0.63,97.99,5.1,59.0
UK,21,2005,1.79,,2.21,71.5,47.9,47.9,9.7,2028,28571,10.52,12.97,68.9,4.6,1.4,,0.64,100.00,5.1,70.0
UK,21,2006,1.84,,,75.6,50.7,50.7,9.2,2068,30842,10.78,13.43,69.6,5.4,1.3,,0.64,102.33,5.0,71.0
UK,21,2007,1.90,,,78.4,52.4,52.4,8.8,2124,33165,10.99,13.71,69.1,5.3,1.4,,0.65,104.71,5.0,72.0
UK,21,2008,1.66,,,81.5,54.4,54.4,8.8,2182,33473,11.20,13.99,70.0,5.6,1.5,,0.66,108.49,5.0,73.0
,,,,,,,,,,,,,,,,,,,,,
US ,22,1960,3.65,,,0.0,0.0,0.0,,,,1.69,2.59,42.5,5.5,8.5,,1.00,15.14,26.0,
US ,22,1961,3.62,,,0.0,0.0,0.0,,,,1.72,2.62,43.1,6.7,8.1,,1.00,15.31,25.3,
US ,22,1962,3.46,,,0.0,0.0,0.0,,,,1.77,2.71,42.6,5.5,7.5,,1.00,15.49,25.3,
US ,22,1963,3.32,,,0.0,0.0,0.0,,,,1.83,2.79,43.1,5.7,7.1,,1.00,15.68,25.2,
US ,22,1964,3.19,,,0.0,0.0,0.0,,,,1.88,2.87,43.6,5.2,6.7,,1.00,15.88,24.8,
US ,22,1965,2.91,,,0.0,0.0,0.0,,,,1.94,2.97,44.3,4.5,6.3,,1.00,16.13,24.7,
US ,22,1966,2.72,,,0.0,0.0,0.0,,,,2.03,3.10,45.4,3.8,5.6,,1.00,16.62,23.7,
US ,22,1967,2.56,,,0.0,0.0,0.0,,,,2.12,3.23,46.3,3.8,5.3,,1.00,17.08,22.4,
US ,22,1968,2.46,,,0.0,0.0,0.0,,,,2.26,3.45,46.9,3.6,5.1,,1.00,17.81,21.8,
US ,22,1969,2.46,,,0.0,0.0,0.0,,,,2.40,3.66,48.1,3.5,4.7,,1.00,18.78,20.9,
US ,22,1970,2.48,,,0.0,0.0,0.0,,,,2.43,3.71,48.8,4.9,4.5,1.00,1.00,19.88,20.0,37.3
US ,22,1971,2.27,,,0.0,0.0,0.0,,,,2.59,3.97,48.9,5.9,4.4,1.00,1.00,20.73,19.1,40.1
